craigId,title,price,zipcode,longitude,beds,latitude,link,numPic,baths,date,size,contentLen,reposts
5473632854,,535,40517,-84.472224,1,37.977813,/apa/5473632854.html,4,1.0,Mar 2,432,17,
5456050156,,500,40513,-84.6655,3,37.3499,/apa/5456050156.html,15,,Mar 2,,1,
5471338499,,795,40517,-84.472224,2,37.977813,/apa/5471338499.html,6,1.5,Mar 3,1117,17,
5470470306,,680,40517,-84.513809,1,37.989981,/apa/5470470306.html,6,1.0,Mar 2,640,44,
5473663992,,805,40513,-84.570238,2,38.013844,/apa/5473663992.html,6,1.0,Mar 2,900,7,
5470465033,,736,40517,-84.4945,2,37.983588,/apa/5470465033.html,9,1.0,Mar 2,883,36,
5473664805,,585,40517,-84.475222,1,37.964566,/apa/5473664805.html,8,1.0,Mar 2,760,43,
5469754960,,550,40510,-84.8697,2,38.2281,/apa/5469754960.html,0,,Mar 2,,18,
5473675432,,673,40517,-84.513809,1,37.989981,/apa/5473675432.html,6,1.0,Mar 2,640,44,
5433207282,,550,40510,-84.8697,2,38.2281,/apa/5433207282.html,0,,Mar 2,,18,
5461258484,,715,40517,-84.472224,2,37.977813,/apa/5461258484.html,12,1.5,Mar 2,1117,17,
5473710332,,741,40517,-84.4945,2,37.983588,/apa/5473710332.html,9,946.0,Mar 2,946,36,
5470541570,,699,40517,-84.4816,2,37.9849,/apa/5470541570.html,7,1.0,Mar 2,900,19,
5473739503,,605,40508,-84.499,2,38.0513,/apa/5473739503.html,6,,Mar 2,,23,
5452031365,,641,40517,-84.513809,1,37.989981,/apa/5452031365.html,7,1.0,Mar 2,640,44,
5470611972,,696,40517,-84.4945,2,37.983588,/apa/5470611972.html,9,1.0,Mar 2,997,36,
5461394187,,535,40517,-84.472224,1,37.977813,/apa/5461394187.html,4,1.0,Mar 2,432,17,
5470538774,,699,40517,-84.4816,1,37.9849,/apa/5470538774.html,7,1.0,Mar 2,640,19,
5461344320,,757,40517,-84.513809,2,37.989981,/apa/5461344320.html,9,1.0,Mar 2,800,44,
5467552491,,736,40517,-84.4945,2,37.983588,/apa/5467552491.html,9,1.0,Mar 2,883,36,
5473893806,,711,40517,-84.4945,2,37.983588,/apa/5473893806.html,9,1.0,Mar 2,946,36,
5461558437,,605,40517,-84.472224,1,37.977813,/apa/5461558437.html,4,1.0,Mar 2,792,17,
5465690067,,719,40517,-84.4945,2,37.983588,/apa/5465690067.html,13,1.0,Mar 2,946,40,
5470535200,,700,40517,-84.4816,1,37.9849,/apa/5470535200.html,7,1.0,Mar 2,640,19,
5468926316,,500,40514,-84.57176,2,37.871433,/apa/5468926316.html,0,1.0,Mar 2,800,1,
5473901006,,736,40517,-84.4945,2,37.983588,/apa/5473901006.html,9,1.0,Mar 2,883,36,
5449064664,,714,40517,-84.513809,2,37.989981,/apa/5449064664.html,9,1.0,Mar 2,800,44,
5470302661,,750,40510,-84.869957,2,38.191844,/apa/5470302661.html,5,1.5,Mar 2,776,1,
5470286515,,741,40517,-84.4945,2,37.983588,/apa/5470286515.html,9,1.0,Mar 2,946,36,
5470298615,,750,40510,-84.869957,2,38.191844,/apa/5470298615.html,9,1.5,Mar 2,775,1,
5431778950,,1300,40508,-84.499,3,38.0513,/apa/5431778950.html,2,,Mar 2,,3,
5431788987,,570,40508,-84.499,1,38.0513,/apa/5431788987.html,2,,Mar 2,,3,
5430210434,,699,40508,-84.499,2,38.0513,/apa/5430210434.html,2,,Mar 2,,3,
5430221361,,650,40508,-84.499,2,38.0513,/apa/5430221361.html,2,,Mar 2,,10,
5431810986,,625,40508,-84.499,2,38.0513,/apa/5431810986.html,2,,Mar 2,,8,
5431826459,,730,40508,-84.499,3,38.0513,/apa/5431826459.html,2,,Mar 2,,11,
5468010420,,400,40513,-84.903653,1,38.030431,/apa/5468010420.html,0,1.0,Mar 2,500,5,
5434488294,,975,40508,-84.499,1,38.0513,/apa/5434488294.html,7,1.0,Mar 2,720,9,
5460749535,,645,40517,-84.472224,1,37.977813,/apa/5460749535.html,7,1.0,Mar 2,792,16,
5439411125,,1000,40507,-84.48879,1,38.039086,/apa/5439411125.html,6,1.0,Mar 2,722,15,
5461603631,,721,40517,-84.4945,2,37.983588,/apa/5461603631.html,9,1.0,Mar 2,946,36,
5469785334,,699,40517,-84.4816,1,37.9849,/apa/5469785334.html,7,1.0,Mar 2,640,19,
5473986400,,827,40517,-84.4945,2,37.983588,/apa/5473986400.html,9,1.5,Mar 2,1032,36,
5461042476,,757,40517,-84.513809,2,37.989981,/apa/5461042476.html,9,1.0,Mar 2,800,44,
5467408776,,736,40517,-84.4945,2,37.983588,/apa/5467408776.html,9,1.0,Mar 2,883,36,
5455499111,,735,40517,-84.472224,2,37.977813,/apa/5455499111.html,3,1.5,Mar 2,1117,17,
5450728505,,1,40517,-84.4816,0,37.9849,/apa/5450728505.html,0,,Mar 2,,57,
5441995899,,1,40508,-84.5075,0,38.0287,/apa/5441995899.html,0,,Mar 2,,57,
5450385331,,716,40517,-84.513809,2,37.989981,/apa/5450385331.html,9,1.0,Mar 2,800,44,
5464320156,,605,40517,-84.472224,1,37.977813,/apa/5464320156.html,4,1.0,Mar 2,792,17,
5456685855,,641,40517,-84.513809,1,37.989981,/apa/5456685855.html,8,640.0,Mar 2,640,44,
5444117673,,625,40507,-84.495399,1,38.041568,/apa/5444117673.html,11,,Mar 2,,25,
5470146230,,721,40517,-84.4945,2,37.983588,/apa/5470146230.html,9,1.0,Mar 2,946,36,
5456898527,,757,40517,-84.513809,2,37.989981,/apa/5456898527.html,9,1.0,Mar 3,800,44,
5463889108,,699,40517,-84.4816,1,37.9849,/apa/5463889108.html,7,1.0,Mar 3,640,19,
5463802823,,779,40517,-84.4816,2,37.9849,/apa/5463802823.html,7,1.0,Mar 3,900,19,
5462313663,,645,40517,-84.472224,1,37.977813,/apa/5462313663.html,4,1.0,Mar 3,792,17,
5450967303,,1499,40505,-84.463942,4,38.040808,/apa/5450967303.html,24,2.5,Mar 3,1749,1,
5459974243,,550,40515,-84.319296,2,37.777635,/apa/5459974243.html,3,1.5,Mar 3,1008,13,
5433167471,,21,40517,-84.513809,2,37.989981,/apa/5433167471.html,9,1.0,Mar 3,800,44,
5463864989,,645,40517,-84.472224,1,37.977813,/apa/5463864989.html,4,1.0,Mar 3,792,17,
5463794446,,699,40517,-84.4816,1,37.9849,/apa/5463794446.html,7,1.0,Mar 3,640,19,
5452433848,,801,40517,-84.513809,2,37.989981,/apa/5452433848.html,9,1.5,Mar 3,1015,44,
5465979098,,605,40517,-84.472224,1,37.977813,/apa/5465979098.html,4,1.0,Mar 3,792,17,
5465745711,,535,40517,-84.472224,1,37.977813,/apa/5465745711.html,4,1.0,Mar 3,432,17,
5467202682,,699,40517,-84.4816,1,37.9849,/apa/5467202682.html,7,1.0,Mar 3,640,19,
5467163587,,700,40517,-84.4816,1,37.9849,/apa/5467163587.html,7,1.0,Mar 3,640,19,
5465488177,,605,40517,-84.472224,1,37.977813,/apa/5465488177.html,4,1.0,Mar 3,792,17,
5470471164,,735,40517,-84.472224,2,37.977813,/apa/5470471164.html,3,1.5,Mar 3,1117,17,
5465363447,,735,40517,-84.472224,2,37.977813,/apa/5465363447.html,12,1.5,Mar 3,1117,17,
5467162382,,773,40517,-84.4816,2,37.9849,/apa/5467162382.html,7,1.0,Mar 3,900,19,
5463937266,,699,40517,-84.4816,1,37.9849,/apa/5463937266.html,7,1.0,Mar 3,640,19,
5443794980,,449,40504,-84.521746,1,38.040438,/apa/5443794980.html,6,,Mar 3,,45,
5443320610,,449,40504,-84.521746,1,38.040438,/apa/5443320610.html,5,,Mar 3,,46,
5470216506,,695,40508,-84.499,2,38.0513,/apa/5470216506.html,5,,Mar 3,,3,
5460746894,,1050,40502,-84.4854,3,38.0174,/apa/5460746894.html,10,1270.0,Mar 3,1270,13,
5446356173,,449,40504,-84.521746,1,38.040438,/apa/5446356173.html,5,,Mar 3,,45,
5454916961,,645,40517,-84.472224,1,37.977813,/apa/5454916961.html,8,1.0,Mar 3,792,17,
5474339794,,1800,40503,-84.5282,4,38.001,/apa/5474339794.html,22,4.0,Mar 3,1812,7,
5474531883,,545,40511,-84.478193,2,38.088538,/apa/5474531883.html,16,1.0,Mar 3,750,6,
5441805400,,760,40504,-84.549155,2,38.048468,/apa/5441805400.html,9,1.0,Mar 3,960,17,
5474541049,,699,40510,-84.948418,3,38.161578,/apa/5474541049.html,8,1.5,Mar 3,1000,12,
5438732223,,850,40517,-84.462412,2,37.988522,/apa/5438732223.html,20,1.5,Mar 3,1359,9,
5443353531,,588,40508,-84.515412,2,38.034321,/apa/5443353531.html,3,,Mar 3,,13,
5474567521,,804,40517,-84.496423,2,37.974154,/apa/5474567521.html,2,2.0,Mar 3,986,15,
5474577255,,685,40517,-84.4816,1,37.9849,/apa/5474577255.html,8,1.0,Mar 3,708,53,
5474578782,,708,40502,-84.4274,1,38.0102,/apa/5474578782.html,8,1.0,Mar 3,900,10,
5474582774,,1029,40505,-84.423087,2,38.027118,/apa/5474582774.html,18,2.0,Mar 3,1105,42,
5474543714,,580,40511,-84.478193,2,38.088538,/apa/5474543714.html,17,1.0,Mar 3,1000,5,
5439428268,,884,40517,-84.4816,2,37.9849,/apa/5439428268.html,4,,Mar 3,,13,
5474575725,,672,40517,-84.513809,1,37.989981,/apa/5474575725.html,8,1.0,Mar 3,640,44,
5439397818,,700,40503,-84.517428,2,37.989345,/apa/5439397818.html,10,1.5,Mar 3,920,3,
5449429443,,700,40503,-84.517428,2,37.989345,/apa/5449429443.html,5,1.5,Mar 3,920,12,
5474603977,,689,40502,-84.4274,1,38.0102,/apa/5474603977.html,6,1.0,Mar 3,650,11,
5455016442,,800,40503,-84.517428,3,37.989345,/apa/5455016442.html,9,2.0,Mar 3,1070,12,
5436510260,,800,40503,-84.517428,3,37.989345,/apa/5436510260.html,10,2.0,Mar 3,1070,12,
5474617912,,651,40502,-84.4274,1,38.0102,/apa/5474617912.html,7,1.0,Mar 3,650,10,
5455034830,,700,40503,-84.517428,2,37.989345,/apa/5455034830.html,10,1.5,Mar 3,920,12,
